"triad_id";"llm_id";"question_id";"subject";"predicate";"object";"rdf_candidate";"source_id";"source_location";"evidence_text";"evidence_type";"confidence";"expert_validation_required";"candidate_status";"notes"
"LLM_3_ALC_05_011";"LLM_3";"ALC_05";"ex:Actuation_CO2_001";"rdf:type";"sosa:Actuation";"ex:Actuation_CO2_001 rdf:type sosa:Actuation .";"SRC-001";"Sección SOSA core: Actuation";"SOSA define sosa:Actuation como el acto de actuación realizado por un actuador implementando un procedimiento.";"explícita";"alta";"no";"CANDIDATE";"Identificador de individuo es ilustrativo"
"LLM_3_ALC_05_012";"LLM_3";"ALC_05";"ex:Actuation_CO2_001";"sosa:actsOnProperty";"ex:CO2SupplyProperty";"ex:Actuation_CO2_001 sosa:actsOnProperty ex:CO2SupplyProperty .";"SRC-001";"Sección SOSA core: actsOnProperty";"sosa:ActuatableProperty caracteriza qué aspectos de un sosa:FeatureOfInterest pueden ser actuados.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_05_013";"LLM_3";"ALC_05";"ex:CO2SupplyProperty";"rdf:type";"sosa:ActuatableProperty";"ex:CO2SupplyProperty rdf:type sosa:ActuatableProperty .";"SRC-001";"Sección SOSA core: ActuatableProperty";"SOSA introduce sosa:ActuatableProperty para caracterizar qué aspectos de un FeatureOfInterest pueden ser actuados en el entorno.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_05_014";"LLM_3";"ALC_05";"ex:ControlSystem";"ssn:hasSubSystem";"ex:BioreactorSensor_pH_01";"ex:ControlSystem ssn:hasSubSystem ex:BioreactorSensor_pH_01 .";"SRC-001";"Sección SSN: hasSubSystem";"En SSN, un ssn:System puede contener otros sistemas; ssn:hasSubSystem relaciona sistemas con sus subsistemas.";"explícita";"alta";"no";"CANDIDATE";"Identificador de individuo es ilustrativo"
"LLM_3_ALC_05_015";"LLM_3";"ALC_05";"ex:CultivationObservableProperty";"rdfs:subClassOf";"sosa:ObservableProperty";"ex:CultivationObservableProperty rdfs:subClassOf sosa:ObservableProperty .";"SRC-001";"SOSA core: ObservableProperty";"SSN/SOSA: ObservableProperty son características observables; Observation son los fenómenos medidos.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_05_016";"LLM_3";"ALC_05";"ex:pH_Observable";"rdf:type";"ex:CultivationObservableProperty";"ex:pH_Observable rdf:type ex:CultivationObservableProperty .";"SRC-001, SRC-004";"SOSA core: ObservableProperty; MCBO: condiciones de cultivo como cualidades BFO";"Las condiciones ambientales del cultivo se modelan como cualidades del sistema de cultivo material, consistente con BFO. SOSA define ObservableProperty para características observables.";"inferida";"alta";"sí";"CANDIDATE";"Parcialmente soportada; verificar equivalencia bfo:Quality / sosa:ObservableProperty"
"LLM_3_ALC_05_017";"LLM_3";"ALC_05";"ex:DissolvedOxygen_Observable";"rdf:type";"ex:CultivationObservableProperty";"ex:DissolvedOxygen_Observable rdf:type ex:CultivationObservableProperty .";"SRC-001, SRC-004";"SOSA core: ObservableProperty; MCBO: condiciones de cultivo";"Las condiciones ambientales del cultivo se modelan como cualidades del sistema de cultivo material, consistente con BFO.";"inferida";"alta";"sí";"CANDIDATE";"Parcialmente soportada; DO es una condición de cultivo típica no nombrada explícitamente en los fragmentos del corpus"
"LLM_3_ALC_05_018";"LLM_3";"ALC_05";"ex:BioreactorSensor";"rdfs:subClassOf";"sosa:Sensor";"ex:BioreactorSensor rdfs:subClassOf sosa:Sensor .";"SRC-001";"SOSA core: Sensor";"SSN/SOSA: Sensor son dispositivos que realizan observaciones.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_05_019";"LLM_3";"ALC_05";"ex:BioreactorSensor_pH_01";"sosa:observes";"ex:pH_Observable";"ex:BioreactorSensor_pH_01 sosa:observes ex:pH_Observable .";"SRC-001";"SOSA core: sosa:observes";"SOSA define sosa:observes como la relación entre un sensor y la propiedad observable que está configurado para observar.";"explícita";"alta";"no";"CANDIDATE";"Identificador de individuo es ilustrativo"
"LLM_3_ALC_05_020";"LLM_3";"ALC_05";"ex:Observation_pH_001";"rdf:type";"sosa:Observation";"ex:Observation_pH_001 rdf:type sosa:Observation .";"SRC-001";"SOSA core: Observation";"SSN/SOSA: Observation captura los fenómenos medidos.";"explícita";"alta";"no";"CANDIDATE";"Identificador de individuo es ilustrativo"
"LLM_3_ALC_05_021";"LLM_3";"ALC_05";"ex:Observation_pH_001";"sosa:hasFeatureOfInterest";"ex:CultivationMedium_001";"ex:Observation_pH_001 sosa:hasFeatureOfInterest ex:CultivationMedium_001 .";"SRC-001, SRC-003";"SOSA core: hasFeatureOfInterest; tabla de clases SSN/SOSA";"SOSA define sosa:hasFeatureOfInterest como la relación entre una observación y la entidad del mundo real que es su sujeto.";"explícita";"alta";"no";"CANDIDATE";"Identificadores de individuos son ilustrativos; pendiente decidir si FeatureOfInterest es el medio o el biorreactor completo"
"LLM_3_ALC_05_022";"LLM_3";"ALC_05";"ex:Observation_pH_001";"sosa:observedProperty";"ex:pH_Observable";"ex:Observation_pH_001 sosa:observedProperty ex:pH_Observable .";"SRC-001";"SOSA core: observedProperty";"SOSA define sosa:observedProperty como la relación entre una observación y la propiedad observable registrada.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
"LLM_3_ALC_05_023";"LLM_3";"ALC_05";"ex:Observation_pH_001";"sosa:madeBySensor";"ex:BioreactorSensor_pH_01";"ex:Observation_pH_001 sosa:madeBySensor ex:BioreactorSensor_pH_01 .";"SRC-001";"SOSA core: madeBySensor";"SOSA define sosa:madeBySensor como la relación entre una observación y el sensor que la realizó.";"explícita";"alta";"no";"CANDIDATE";"Identificadores de individuos son ilustrativos"
"LLM_3_ALC_05_024";"LLM_3";"ALC_05";"ex:Observation_pH_001";"sosa:hasResult";"\"7.2\"";"ex:Observation_pH_001 sosa:hasResult \"7.2\"";"SRC-001, SRC-002";"SOSA core: hasResult; SSN 2023: sosa:Result deprecada como clase";"SOSA define sosa:hasResult para conectar una observación con su resultado. SSN 2023 deprecó sosa:Result como clase; se prefiere valor literal o nodo anónimo.";"explícita";"alta";"sí";"CANDIDATE";"SSN 2023 deprecó sosa:Result como clase; se prefiere literal o nodo anónimo; decisión de diseño pendiente"
"LLM_3_ALC_05_025";"LLM_3";"ALC_05";"ex:MeasuredDataRecord_pH_001";"rdf:type";"bfo:GenericallyDependentContinuant";"ex:MeasuredDataRecord_pH_001 rdf:type bfo:GenericallyDependentContinuant .";"SRC-006, SRC-007";"Abstract/introducción SRC-006; estructura BFO SRC-007";"There are still insufficient constructs and clear guidance on the representation of digital artifacts and their correspondences to the physical counterparts. BFO divide entidades en continuants y occurrents.";"inferida";"media";"sí";"CANDIDATE";"Parcialmente soportada; IOF Core reconoce vacío en representación de artefactos digitales; patrón aún en desarrollo"
"LLM_3_ALC_05_026";"LLM_3";"ALC_05";"ex:MeasuredDataRecord_pH_001";"ex:generatedBy";"ex:Observation_pH_001";"ex:MeasuredDataRecord_pH_001 ex:generatedBy ex:Observation_pH_001 .";"SRC-005, SRC-006";"Figura 7 NIST; abstract/introducción SRC-006";"Figure 7 represents how the data collected from sensors attached to a bioreactor are used to update the digital twin of the bioreactor.";"inferida";"media";"sí";"CANDIDATE";"Relación inferida de figuras NIST; no existe relación estándar en corpus que conecte observación SOSA con artefacto de datos persistente"
"LLM_3_ALC_05_027";"LLM_3";"ALC_05";"ex:ObsCollection_Run_001";"rdf:type";"sosa:ObservationCollection";"ex:ObsCollection_Run_001 rdf:type sosa:ObservationCollection .";"SRC-002";"SSN 2023: ObservationCollection";"SSN 2023 agrega ObservationCollection, ActuationCollection, SamplingCollection con hasMember / isMemberOf.";"explícita";"alta";"no";"CANDIDATE";"Clase disponible en SSN 2023; útil para series temporales de datos de proceso"
"LLM_3_ALC_05_028";"LLM_3";"ALC_05";"ex:ObsCollection_Run_001";"sosa:hasMember";"ex:Observation_pH_001";"ex:ObsCollection_Run_001 sosa:hasMember ex:Observation_pH_001 .";"SRC-002";"SSN 2023: hasMember";"SSN 2023 agrega hasMember e isMemberOf para las colecciones de observaciones, actuaciones y muestras.";"explícita";"alta";"no";"CANDIDATE";"NOT_SPECIFIED_IN_PREVIOUS_OUTPUT"
